event,date,weight_class_lbs,method,round,time,fighter_1,fighter_1_age,fighter_1_height_in,fighter_1_reach_in,fighter_2,fighter_2_age,fighter_2_height_in,fighter_2_reach_in,winner
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,185.0,KO/TKO,1.0,1:49,Cody Brundage,29.0,72.0,72.0,Zach Reese,29.0,76.0,77.0,fighter_1
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,155.0,KO/TKO,1.0,1:41,Drakkar Klose,35.0,69.0,70.0,Joe Solecki,30.0,69.0,70.5,fighter_1
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,205.0,KO/TKO,2.0,4:17,Rodolfo Bellato,27.0,75.0,77.5,Ihor Potieria,27.0,75.0,75.0,fighter_1
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,170.0,Submission,2.0,1:11,Jared Gooden,29.0,72.0,77.0,Wellington Turman,27.0,72.0,72.0,fighter_1
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,125.0,Decision,,15:00,Veronica Hardy,28.0,64.0,64.0,Jamey-Lyn Horth,33.0,67.0,66.0,fighter_1
UFC Fight Night: Song vs. Gutierrez,2023-12-09,135.0,Decision,,25:00,Yadong Song,26.0,68.0,67.0,Chris Gutierrez,32.0,69.0,67.0,fighter_1
UFC Fight Night: Song vs. Gutierrez,2023-12-09,205.0,KO/TKO,3.0,0:56,Khalil Rountree Jr.,33.0,73.0,76.5,Anthony Smith,35.0,76.0,76.0,fighter_1
UFC Fight Night: Song vs. Gutierrez,2023-12-09,155.0,KO/TKO,1.0,1:44,Nasrat Haqparast,28.0,70.0,72.0,Jamie Mullarkey,29.0,72.0,74.0,fighter_1
UFC Fight Night: Song vs. Gutierrez,2023-12-09,135.0,Submission,1.0,4:02,Tim Elliott,36.0,67.0,66.0,Sumudaerji,27.0,68.0,72.0,fighter_1
UFC Fight Night: Song vs. Gutierrez,2023-12-09,185.0,Decision,,15:00,André Muniz,33.0,73.0,78.0,Jun Yong Park,32.0,70.0,73.0,fighter_1
UFC Fight Night: Song vs. Gutierrez,2023-12-09,170.0,Decision,,15:00,Kevin Jousset,30.0,74.0,75.0,Kenan Song,33.0,72.0,71.5,fighter_1
UFC Fight Night: Song vs. Gutierrez,2023-12-09,125.0,KO/TKO,2.0,3:59,Hyun Sung Park,28.0,67.0,66.0,Shannon Ross,34.0,66.0,66.0,fighter_1
UFC Fight Night: Song vs. Gutierrez,2023-12-09,155.0,KO/TKO,2.0,1:01,Steve Garcia,31.0,72.0,75.0,Melquizael Costa,27.0,70.0,71.0,fighter_1
UFC Fight Night: Song vs. Gutierrez,2023-12-09,135.0,Decision,,15:00,Luana Santos,23.0,66.0,67.0,Stephanie Egger,35.0,67.0,68.0,fighter_1
UFC Fight Night: Song vs. Gutierrez,2023-12-09,125.0,KO/TKO,2.0,0:55,Tatsuro Taira,23.0,67.0,70.0,Carlos Hernandez,30.0,68.0,67.0,fighter_1
UFC Fight Night: Song vs. Gutierrez,2023-12-09,115.0,Decision,,15:00,Talita Alencar,33.0,61.0,58.5,Rayanne dos Santos,28.0,62.0,62.0,fighter_1
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,205.0,KO/TKO,2.0,2:42,Magomed Ankalaev,31.0,75.0,75.0,Johnny Walker,31.0,78.0,82.3,fighter_1
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,155.0,Submission,3.0,3:25,Jim Miller,40.0,68.0,71.0,Gabriel Benítez,35.0,68.0,71.0,fighter_1
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,135.0,Decision,,15:00,Mario Bautista,30.0,69.0,69.0,Ricky Simón,31.0,66.0,69.0,fighter_1
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,185.0,KO/TKO,1.0,4:55,Brunno Ferreira,31.0,70.0,72.0,Phil Hawes,35.0,72.0,77.5,fighter_1
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,265.0,Decision,,15:00,Waldo Cortes-Acosta,32.0,76.0,78.0,Andrei Arlovski,44.0,75.0,77.0,fighter_1
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,170.0,Decision,,15:00,Preston Parsons,28.0,71.0,71.0,Matthew Semelsberger,31.0,73.0,75.0,fighter_1
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,135.0,KO/TKO,2.0,3:29,Marcus McGhee,33.0,68.0,69.0,Gaston Bolaños,31.0,67.0,69.0,fighter_1
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,135.0,Decision,,15:00,Farid Basharat,26.0,68.0,71.0,Taylor Lapilus,31.0,66.0,73.0,fighter_1
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,145.0,KO/TKO,1.0,4:12,Jean Silva,27.0,67.0,69.0,Westin Wilson,34.0,73.0,73.0,fighter_1
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,155.0,KO/TKO,1.0,1:03,Nikolas Motta,30.0,69.0,70.5,Tom Nolan,23.0,74.0,73.0,fighter_1
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,125.0,KO/TKO,2.0,4:31,Joshua Van,22.0,65.0,65.0,Felipe Bunes,34.0,67.0,69.0,fighter_1
UFC 297: Strickland vs. Du Plessis,2024-01-20,185.0,Decision,,25:00,Dricus Du Plessis,30.0,73.0,76.0,Sean Strickland,32.0,73.0,76.0,fighter_1
UFC 297: Strickland vs. Du Plessis,2024-01-20,135.0,Decision,,25:00,Raquel Pennington,35.0,67.0,67.5,Mayra Bueno Silva,32.0,66.0,66.5,fighter_1
UFC 297: Strickland vs. Du Plessis,2024-01-20,170.0,KO/TKO,3.0,4:45,Neil Magny,36.0,75.0,80.0,Mike Malott,32.0,73.0,73.0,fighter_1
UFC 297: Strickland vs. Du Plessis,2024-01-20,185.0,Decision,,15:00,Chris Curtis,36.0,70.0,75.5,Marc-André Barriault,33.0,73.0,74.0,fighter_1
UFC 297: Strickland vs. Du Plessis,2024-01-20,145.0,Decision,,15:00,Movsar Evloev,29.0,67.0,72.5,Arnold Allen,29.0,68.0,70.0,fighter_1
UFC 297: Strickland vs. Du Plessis,2024-01-20,135.0,Decision,,15:00,Garrett Armfield,27.0,66.0,70.0,Brad Katona,32.0,66.0,64.5,fighter_1
UFC 297: Strickland vs. Du Plessis,2024-01-20,145.0,Decision,,15:00,Sean Woodson,31.0,74.0,78.0,Charles Jourdain,28.0,69.0,69.0,fighter_1
UFC 297: Strickland vs. Du Plessis,2024-01-20,139.0,Decision,,15:00,Ramon Taveras,30.0,68.0,70.0,Serhiy Sidey,27.0,71.0,72.0,fighter_1
UFC 297: Strickland vs. Du Plessis,2024-01-20,115.0,KO/TKO,2.0,3:12,Gillian Robertson,28.0,65.0,63.0,Polyana Viana,31.0,65.0,67.0,fighter_1
UFC 297: Strickland vs. Du Plessis,2024-01-20,170.0,Submission,1.0,2:03,Sam Patterson,27.0,75.0,78.0,Yohan Lainesse,31.0,73.0,76.0,fighter_1
UFC 297: Strickland vs. Du Plessis,2024-01-20,135.0,Submission,3.0,4:21,Jasmine Jasudavicius,34.0,67.0,68.0,Priscila Cachoeira,35.0,67.0,65.0,fighter_1
UFC 297: Strickland vs. Du Plessis,2024-01-20,127.0,Submission,2.0,1:17,Jimmy Flick,33.0,67.0,68.0,Malcolm Gordon,33.0,67.0,70.0,fighter_1
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,185.0,Decision,,25:00,Nassourdine Imavov,27.0,75.0,75.0,Roman Dolidze,35.0,74.0,76.0,fighter_1
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,155.0,Decision,,15:00,Renato Moicano,34.0,71.0,72.0,Drew Dober,35.0,68.0,70.0,fighter_1
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,170.0,KO/TKO,1.0,3:17,Randy Brown,33.0,75.0,78.0,Muslim Salikhov,39.0,71.0,70.0,fighter_1
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,125.0,Decision,,15:00,Natália Silva,27.0,64.0,65.0,Viviane Araujo,37.0,64.0,68.0,fighter_1
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,185.0,Other,1.0,0:11,Aliaskhab Khizriev,33.0,69.0,74.0,Makhmud Muradov,33.0,74.0,75.5,no_contest
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,170.0,KO/TKO,1.0,4:47,Charles Radtke,33.0,69.0,72.0,Gilbert Urbina,27.0,75.0,75.0,fighter_1
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,115.0,Submission,1.0,4:59,Molly McCann,33.0,64.0,62.0,Diana Belbiţă,27.0,67.0,68.0,fighter_1
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,125.0,Decision,,15:00,Charles Johnson,33.0,69.0,70.0,Azat Maksum,29.0,67.0,70.0,fighter_1
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,170.0,KO/TKO,1.0,0:32,Themba Gorimbo,33.0,73.0,77.0,Pete Rodriguez,27.0,69.0,73.0,fighter_1
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,145.0,Decision,,15:00,Jeong Yeong Lee,28.0,70.0,73.5,Blake Bilder,33.0,68.0,68.5,fighter_1
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,125.0,KO/TKO,3.0,4:52,Luana Carolina,30.0,67.0,69.0,Julija Stoliarenko,30.0,67.0,66.0,fighter_1
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,155.0,Decision,,15:00,MarQuel Mederos,27.0,70.0,69.5,Landon Quiñones,28.0,69.0,70.0,fighter_1
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,265.0,Decision,,15:00,Jamal Pogues,28.0,75.0,77.0,Thomas Petersen,28.0,73.0,74.0,fighter_1
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,185.0,Decision,,25:00,Jack Hermansson,35.0,73.0,77.5,Joe Pyfer,27.0,74.0,75.0,fighter_1
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,145.0,KO/TKO,1.0,2:43,Dan Ige,32.0,67.0,71.0,Andre Fili,33.0,71.0,74.0,fighter_1
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,185.0,Decision,,15:00,Ihor Potieria,27.0,75.0,75.0,Robert Bryczek,33.0,72.0,75.0,fighter_1
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,185.0,KO/TKO,3.0,0:55,Gregory Rodrigues,31.0,75.0,75.0,Brad Tavares,36.0,73.0,74.0,fighter_1
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,155.0,Decision,,15:00,Michael Johnson,37.0,70.0,73.5,Darrius Flowers,29.0,69.0,71.0,fighter_1
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,185.0,Submission,1.0,4:48,Rodolfo Vieira,34.0,72.0,73.0,Armen Petrosyan,33.0,75.0,71.0,fighter_1
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,170.0,KO/TKO,2.0,4:03,Carlos Prates,30.0,75.0,78.0,Trevin Giles,31.0,72.0,74.0,fighter_1
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,155.0,Decision,,15:00,Bolaji Oki,28.0,70.0,73.0,Timmy Cuamba,25.0,69.0,71.0,fighter_1
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,115.0,Decision,,15:00,Loma Lookboonmee,28.0,61.0,61.5,Bruna Brasil,30.0,66.0,65.5,fighter_1
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,205.0,Decision,,15:00,Marcin Prachnio,35.0,75.0,73.0,Devin Clark,33.0,72.0,75.0,fighter_1
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,170.0,Decision,,15:00,Max Griffin,38.0,71.0,76.0,Jeremiah Wells,37.0,69.0,74.0,fighter_1
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,205.0,KO/TKO,1.0,3:38,Bogdan Guskov,31.0,75.0,76.0,Zac Pauga,35.0,74.0,76.0,fighter_1
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,145.0,KO/TKO,2.0,2:12,Hyder Amil,33.0,69.0,70.0,Fernie Garcia,31.0,67.0,67.0,fighter_1
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,135.0,Other,2.0,3:28,Daniel Marcos,30.0,67.0,69.0,Aoriqileng,30.0,67.0,69.3,no_contest
UFC 298: Volkanovski vs. Topuria,2024-02-17,145.0,KO/TKO,2.0,3:32,Ilia Topuria,27.0,67.0,69.0,Alexander Volkanovski,35.0,66.0,71.5,fighter_1
UFC 298: Volkanovski vs. Topuria,2024-02-17,185.0,Decision,,15:00,Robert Whittaker,33.0,72.0,73.5,Paulo Costa,32.0,73.0,72.0,fighter_1
UFC 298: Volkanovski vs. Topuria,2024-02-17,170.0,Decision,,15:00,Ian Machado Garry,26.0,75.0,74.5,Geoff Neal,33.0,71.0,75.0,fighter_1
UFC 298: Volkanovski vs. Topuria,2024-02-17,135.0,Decision,,15:00,Merab Dvalishvili,33.0,66.0,68.0,Henry Cejudo,37.0,64.0,64.0,fighter_1
UFC 298: Volkanovski vs. Topuria,2024-02-17,185.0,Submission,2.0,3:23,Anthony Hernandez,30.0,72.0,75.0,Roman Kopylov,32.0,72.0,75.0,fighter_1
UFC 298: Volkanovski vs. Topuria,2024-02-17,115.0,Decision,,15:00,Amanda Lemos,36.0,64.0,65.0,Mackenzie Dern,30.0,64.0,63.0,fighter_1
UFC 298: Volkanovski vs. Topuria,2024-02-17,265.0,KO/TKO,2.0,1:14,Marcos Rogério de Lima,38.0,73.0,75.0,Junior Tafa,27.0,75.0,75.0,fighter_1
UFC 298: Volkanovski vs. Topuria,2024-02-17,135.0,Decision,,15:00,Rinya Nakamura,28.0,67.0,68.5,Carlos Vera,36.0,66.0,69.0,fighter_1
UFC 298: Volkanovski vs. Topuria,2024-02-17,205.0,KO/TKO,1.0,1:41,Mingyang Zhang,25.0,74.0,75.0,Brendson Ribeiro,27.0,75.0,81.0,fighter_1
UFC 298: Volkanovski vs. Topuria,2024-02-17,170.0,KO/TKO,3.0,1:18,Danny Barlow,28.0,74.0,79.0,Josh Quinlan,31.0,72.0,72.0,fighter_1
UFC 298: Volkanovski vs. Topuria,2024-02-17,170.0,Decision,,15:00,Oban Elliott,26.0,72.0,72.0,Val Woodburn,30.0,68.0,,fighter_1
UFC 298: Volkanovski vs. Topuria,2024-02-17,125.0,Decision,,15:00,Miranda Maverick,26.0,63.0,65.5,Andrea Lee,35.0,66.0,69.5,fighter_1
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,125.0,Decision,,25:00,Brandon Royval,31.0,69.0,68.0,Brandon Moreno,30.0,67.0,70.0,fighter_1
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,145.0,Submission,3.0,0:58,Brian Ortega,33.0,68.0,69.0,Yair Rodriguez,31.0,71.0,71.0,fighter_1
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,155.0,Decision,,15:00,Daniel Zellhuber,24.0,73.0,77.0,Francisco Prado,21.0,70.0,69.3,fighter_1
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,115.0,Decision,,15:00,Yazmin Jauregui,24.0,63.0,64.0,Sam Hughes,31.0,65.0,64.5,fighter_1
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,155.0,Submission,1.0,1:46,Manuel Torres,28.0,70.0,73.5,Chris Duncan,30.0,70.0,71.5,fighter_1
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,135.0,Submission,3.0,2:04,Raoni Barcelos,36.0,67.0,67.0,Cristian Quiñonez,27.0,68.0,70.0,fighter_1
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,125.0,Decision,,15:00,Jesus Aguilar,27.0,64.0,62.5,Mateus Mendonça,25.0,66.0,71.5,fighter_1
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,125.0,Submission,1.0,2:17,Edgar Cháirez,28.0,67.0,71.0,Daniel Lacerda,27.0,66.0,70.0,fighter_1
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,155.0,Decision,,15:00,Fares Ziam,26.0,73.0,75.0,Claudio Puelles,27.0,70.0,72.0,fighter_1
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,125.0,Submission,2.0,4:59,Ronaldo Rodríguez,24.0,66.0,65.5,Denys Bondar,31.0,66.0,69.0,fighter_1
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,125.0,Decision,,15:00,Felipe dos Santos,23.0,67.0,70.0,Victor Altamirano,33.0,68.0,70.0,fighter_1
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,145.0,KO/TKO,1.0,0:44,Muhammad Naimov,29.0,69.0,70.0,Erik Silva,36.0,69.0,71.0,fighter_1
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,265.0,KO/TKO,4.0,5:00,Jairzinho Rozenstruik,35.0,74.0,78.0,Shamil Gaziev,34.0,76.0,78.5,fighter_1
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,205.0,Decision,,15:00,Vitor Petrino,26.0,74.0,77.5,Tyson Pedro,32.0,75.0,79.0,fighter_1
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,125.0,Decision,,15:00,Muhammad Mokaev,23.0,67.0,70.0,Alex Perez,31.0,66.0,65.5,fighter_1
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,135.0,Decision,,15:00,Umar Nurmagomedov,28.0,68.0,69.0,Bekzat Almakhan,26.0,67.0,68.0,fighter_1
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,125.0,KO/TKO,2.0,0:26,Steve Erceg,28.0,68.0,68.5,Matt Schnell,34.0,68.0,70.0,fighter_1
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,185.0,Decision,,15:00,Eryk Anders,36.0,73.0,75.0,Jamie Pickett,35.0,74.0,80.0,fighter_1
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,135.0,KO/TKO,3.0,4:41,Vinicius Oliveira,28.0,69.0,72.0,Benardo Sopaj,23.0,66.0,66.0,fighter_1
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,135.0,Decision,,15:00,Aiemann Zahabi,36.0,68.0,68.5,Javid Basharat,28.0,69.0,69.0,fighter_1
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,185.0,KO/TKO,2.0,1:57,Christian Leroy Duncan,28.0,74.0,79.0,Claudio Ribeiro,31.0,73.0,77.0,fighter_1
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,155.0,KO/TKO,1.0,4:36,Ľudovít Klein,29.0,67.0,72.5,AJ Cunningham,29.0,70.0,71.0,fighter_1
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,155.0,KO/TKO,3.0,0:49,Loik Radzhabov,30.0,71.0,69.0,A. Al-Selwady,28.0,68.0,69.0,fighter_1
UFC 299: O'Malley vs. Vera 2,2024-03-09,135.0,Decision,,25:00,Sean O'Malley,29.0,71.0,72.0,Marlon Vera,31.0,68.0,70.5,fighter_1
UFC 299: O'Malley vs. Vera 2,2024-03-09,155.0,KO/TKO,2.0,2:32,Dustin Poirier,35.0,69.0,72.0,Benoit Saint-Denis,28.0,71.0,73.0,fighter_1
UFC 299: O'Malley vs. Vera 2,2024-03-09,170.0,Decision,,15:00,Michael Page,36.0,75.0,79.0,Kevin Holland,31.0,75.0,81.0,fighter_1
UFC 299: O'Malley vs. Vera 2,2024-03-09,170.0,KO/TKO,3.0,3:43,Jack Della Maddalena,27.0,71.0,73.0,Gilbert Burns,37.0,70.0,71.0,fighter_1
UFC 299: O'Malley vs. Vera 2,2024-03-09,135.0,Decision,,15:00,Petr Yan,31.0,67.0,67.0,Yadong Song,26.0,68.0,67.0,fighter_1
UFC 299: O'Malley vs. Vera 2,2024-03-09,265.0,KO/TKO,2.0,0:36,Curtis Blaydes,33.0,76.0,80.0,Jailton Almeida,32.0,75.0,79.0,fighter_1
UFC 299: O'Malley vs. Vera 2,2024-03-09,125.0,Decision,,15:00,Maycee Barber,25.0,65.0,65.0,Katlyn Cerminara,35.0,69.0,68.0,fighter_1
UFC 299: O'Malley vs. Vera 2,2024-03-09,155.0,Decision,,15:00,Mateusz Gamrot,33.0,70.0,70.5,Rafael dos Anjos,39.0,68.0,70.0,fighter_1
UFC 299: O'Malley vs. Vera 2,2024-03-09,135.0,Decision,,15:00,Kyler Phillips,28.0,68.0,72.0,Pedro Munhoz,37.0,66.0,65.0,fighter_1
UFC 299: O'Malley vs. Vera 2,2024-03-09,205.0,Decision,,15:00,Philipe Lins,38.0,74.0,78.0,Ion Cutelaba,30.0,73.0,75.0,fighter_1
UFC 299: O'Malley vs. Vera 2,2024-03-09,185.0,Submission,1.0,1:01,Michel Pereira,30.0,73.0,73.0,Michał Oleksiejczuk,29.0,72.0,74.0,fighter_1
UFC 299: O'Malley vs. Vera 2,2024-03-09,265.0,KO/TKO,1.0,0:18,Robelis Despaigne,35.0,79.0,84.0,Josh Parisian,34.0,76.0,79.0,fighter_1
UFC 299: O'Malley vs. Vera 2,2024-03-09,125.0,Decision,,15:00,Asu Almabayev,30.0,64.0,65.0,CJ Vergara,32.0,66.0,68.0,fighter_1
UFC 299: O'Malley vs. Vera 2,2024-03-09,125.0,Decision,,15:00,Joanne Wood,38.0,66.0,65.5,Maryna Moroz,32.0,67.0,67.0,fighter_1
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,265.0,Submission,1.0,4:08,Marcin Tybura,38.0,75.0,78.0,Tai Tuivasa,31.0,74.0,75.0,fighter_1
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,170.0,Other,2.0,1:00,Bryan Battle,29.0,73.0,77.0,Ange Loosa,29.0,70.0,74.0,no_contest
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,205.0,Decision,,15:00,Ovince St. Preux,40.0,75.0,80.0,Kennedy Nzechukwu,31.0,77.0,83.0,fighter_1
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,145.0,Decision,,15:00,Christian Rodriguez,26.0,67.0,71.5,Isaac Dulgarian,27.0,67.0,71.0,fighter_1
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,135.0,Submission,1.0,3:54,Macy Chiasson,32.0,71.0,72.0,Pannie Kianzad,32.0,67.0,66.0,fighter_1
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,185.0,Submission,2.0,4:23,Gerald Meerschaert,36.0,73.0,77.5,Bryan Barberena,34.0,72.0,72.0,fighter_1
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,155.0,Submission,2.0,1:43,Mike Davis,31.0,72.0,72.5,Natan Levy,32.0,69.0,72.0,fighter_1
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,135.0,Decision,,15:00,Chelsea Chandler,33.0,68.0,68.0,Josiane Nunes,30.0,62.0,67.0,fighter_1
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,125.0,Submission,1.0,4:27,Jafel Filho,30.0,67.0,68.5,Ode Osbourne,32.0,67.0,73.0,fighter_1
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,145.0,Decision,,15:00,Danny Silva,27.0,67.0,69.0,Josh Culibao,29.0,70.0,73.0,fighter_1
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,115.0,Submission,1.0,1:38,Jaqueline Amorim,28.0,63.0,68.0,Cory McKenna,24.0,63.0,58.5,fighter_1
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,155.0,KO/TKO,3.0,0:15,Thiago Moisés,28.0,69.0,70.5,Mitch Ramirez,31.0,71.0,71.0,fighter_1
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,135.0,Decision,,15:00,Chad Anheliger,37.0,66.0,64.0,Charalampos Grigoriou,31.0,67.0,67.5,fighter_1
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,125.0,Decision,,25:00,Rose Namajunas,31.0,65.0,65.0,Amanda Ribas,30.0,63.0,66.0,fighter_1
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,265.0,Decision,,15:00,Karl Williams,34.0,75.0,79.0,Justin Tafa,30.0,72.0,74.0,fighter_1
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,185.0,KO/TKO,1.0,4:33,Edmen Shahbazyan,26.0,74.0,74.0,AJ Dobson,32.0,73.0,76.0,fighter_1
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,135.0,KO/TKO,2.0,0:21,Payton Talbott,25.0,70.0,70.5,Cameron Saaiman,23.0,68.0,67.0,fighter_1
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,145.0,Submission,2.0,1:50,Youssef Zalal,27.0,70.0,72.0,Billy Quarantillo,35.0,70.0,70.0,fighter_1
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,145.0,Submission,1.0,2:45,Fernando Padilla,27.0,73.0,76.0,Luis Pajuelo,29.0,70.0,69.5,fighter_1
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,155.0,Decision,,15:00,Trey Ogden,34.0,71.0,72.0,Kurt Holobaugh,37.0,71.0,70.0,fighter_1
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,145.0,Submission,1.0,2:15,Julian Erosa,34.0,73.0,74.5,Ricardo Ramos,28.0,69.0,72.0,fighter_1
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,135.0,Decision,,15:00,Miles Johns,29.0,67.0,68.0,Cody Gibson,36.0,70.0,71.0,fighter_1
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,145.0,Decision,,15:00,Jarno Errens,29.0,71.0,73.0,Steven Nguyen,30.0,71.0,73.0,fighter_1
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,135.0,Decision,,15:00,Darya Zheleznyakova,28.0,69.0,68.0,Montse Rendon,35.0,68.0,68.0,fighter_1
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,125.0,Disqualification,2.0,2:52,André Lima,25.0,67.0,67.5,Igor Severino,20.0,67.0,69.5,fighter_1
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,265.0,Decision,,15:00,Mick Parkin,28.0,76.0,79.0,Mohammed Usman,34.0,74.0,79.0,fighter_1
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,125.0,Decision,,25:00,Manon Fiorot,34.0,67.0,66.0,Erin Blanchfield,24.0,64.0,68.0,fighter_1
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,170.0,KO/TKO,2.0,3:17,Joaquin Buckley,29.0,70.0,76.0,Vicente Luque,32.0,71.0,76.0,fighter_1
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,185.0,Decision,,12:18,Chris Weidman,39.0,74.0,78.0,Bruno Silva,34.0,72.0,74.0,fighter_1
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,185.0,KO/TKO,1.0,3:18,Nursulton Ruziboev,30.0,77.0,76.0,Sedriques Dumas,28.0,74.0,79.0,fighter_1
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,145.0,KO/TKO,1.0,4:00,Kyle Nelson,32.0,71.0,71.0,Bill Algeo,34.0,72.0,73.0,fighter_1
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,170.0,Decision,,15:00,Chidi Njokuani,35.0,75.0,80.0,Rhys McKee,28.0,74.0,78.0,fighter_1
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,145.0,KO/TKO,1.0,4:43,Nate Landwehr,35.0,69.0,72.0,Jamall Emmers,34.0,70.0,74.0,fighter_1
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,115.0,Decision,,15:00,Virna Jandiroba,35.0,63.0,64.0,Lupita Godinez,30.0,62.0,61.0,fighter_1
