event,date,weight_class_lbs,method,round,time,fighter_1,fighter_1_age,fighter_1_height_in,fighter_1_reach_in,fighter_2,fighter_2_age,fighter_2_height_in,fighter_2_reach_in,winner
UFC 17.5: Ultimate Brazil,1998-10-16,170.0,Decision,,21:00,Pat Miletich,30.0,70.0,,Mikey Burnett,24.0,66.0,,fighter_1
UFC 17.5: Ultimate Brazil,1998-10-16,265.0,Decision,,15:00,Tsuyoshi Kosaka,28.0,71.0,,Pete Williams,23.0,75.0,,fighter_1
UFC 17.5: Ultimate Brazil,1998-10-16,199.0,Submission,1.0,3:27,Ebenezer Fontes Braga,29.0,72.0,,Jeremy Horn,23.0,73.0,,fighter_1
UFC 17.5: Ultimate Brazil,1998-10-16,,KO/TKO,1.0,9:00,Tulio Palhares,,70.0,,Adriano Santos,,,,fighter_1
UFC 17.5: Ultimate Brazil,1998-10-16,,KO/TKO,1.0,9:55,Cesar Marscucci,,,,Paulo Santos,,,,fighter_1
UFC 18: The Road to the Heavyweight Title,1999-01-08,265.0,KO/TKO,1.0,14:15,Bas Rutten,33.0,73.0,,Tsuyoshi Kosaka,28.0,71.0,,fighter_1
UFC 18: The Road to the Heavyweight Title,1999-01-08,170.0,Decision,,21:00,Pat Miletich,30.0,70.0,,Jorge Patino,25.0,69.0,,fighter_1
UFC 18: The Road to the Heavyweight Title,1999-01-08,265.0,Decision,,15:00,Pedro Rizzo,24.0,73.0,,Mark Coleman,34.0,73.0,,fighter_1
UFC 18: The Road to the Heavyweight Title,1999-01-08,199.0,KO/TKO,1.0,14:31,Tito Ortiz,23.0,75.0,74.0,Jerry Bohlander,24.0,71.0,,fighter_1
UFC 18: The Road to the Heavyweight Title,1999-01-08,170.0,Decision,,15:00,Mikey Burnett,24.0,66.0,,Townsend Saunders,,65.0,,fighter_1
UFC 18: The Road to the Heavyweight Title,1999-01-08,199.0,Submission,1.0,7:57,Evan Tanner,27.0,72.0,,Darrell Gholar,36.0,68.0,,fighter_1
UFC 18: The Road to the Heavyweight Title,1999-01-08,170.0,Submission,1.0,6:52,LaVerne Clark,25.0,71.0,,Frank Caracci,28.0,67.0,,fighter_1
UFC 19: Ultimate Young Guns,1999-03-05,199.0,KO/TKO,1.0,9:56,Tito Ortiz,24.0,75.0,74.0,Guy Mezger,31.0,73.0,,fighter_1
UFC 19: Ultimate Young Guns,1999-03-05,265.0,Submission,1.0,0:43,Gary Goodridge,33.0,75.0,,Andre Roberts,34.0,74.0,,fighter_1
UFC 19: Ultimate Young Guns,1999-03-05,199.0,KO/TKO,1.0,12:00,Jeremy Horn,23.0,73.0,,Chuck Liddell,29.0,74.0,,fighter_1
UFC 19: Ultimate Young Guns,1999-03-05,265.0,Decision,,15:00,Kevin Randleman,27.0,70.0,,Maurice Smith,37.0,74.0,,fighter_1
UFC 19: Ultimate Young Guns,1999-03-05,199.0,KO/TKO,1.0,2:58,Evan Tanner,28.0,72.0,,Valeri Ignatov,,69.0,,fighter_1
UFC 19: Ultimate Young Guns,1999-03-05,265.0,Submission,1.0,1:46,Pete Williams,23.0,75.0,,Jason Godsey,35.0,74.0,,fighter_1
UFC 19: Ultimate Young Guns,1999-03-05,265.0,KO/TKO,1.0,10:01,Sione Latu,,72.0,,Joey Roberts,21.0,74.0,,fighter_1
UFC 20: Battle for the Gold,1999-05-07,265.0,Decision,,21:00,Bas Rutten,34.0,73.0,,Kevin Randleman,27.0,70.0,,fighter_1
UFC 20: Battle for the Gold,1999-05-07,265.0,KO/TKO,1.0,4:30,Pedro Rizzo,25.0,73.0,,Tra Telligman,34.0,74.0,,fighter_1
UFC 20: Battle for the Gold,1999-05-07,265.0,Submission,1.0,6:28,Pete Williams,23.0,75.0,,Travis Fulton,21.0,72.0,,fighter_1
UFC 20: Battle for the Gold,1999-05-07,199.0,KO/TKO,1.0,2:53,Wanderlei Silva,22.0,71.0,74.0,Tony Petarra,32.0,71.0,,fighter_1
UFC 20: Battle for the Gold,1999-05-07,170.0,KO/TKO,1.0,1:23,Marcelo Mello,,67.0,,David Roberts,19.0,73.0,,fighter_1
UFC 20: Battle for the Gold,1999-05-07,170.0,KO/TKO,1.0,1:31,LaVerne Clark,25.0,71.0,,Fabiano Iha,28.0,68.0,,fighter_1
UFC 20: Battle for the Gold,1999-05-07,265.0,KO/TKO,1.0,0:28,Ron Waterman,33.0,74.0,,Chris Condo,,72.0,,fighter_1
UFC 21: Return of the Champions,1999-07-16,265.0,KO/TKO,1.0,5:00,Maurice Smith,37.0,74.0,,Marco Ruas,38.0,73.0,,fighter_1
UFC 21: Return of the Champions,1999-07-16,170.0,KO/TKO,2.0,2:20,Pat Miletich,31.0,70.0,,Andre Pederneiras,32.0,68.0,,fighter_1
UFC 21: Return of the Champions,1999-07-16,199.0,KO/TKO,1.0,4:41,Jeremy Horn,23.0,73.0,,Daiju Takase,21.0,72.0,,fighter_1
UFC 21: Return of the Champions,1999-07-16,199.0,Submission,1.0,4:20,Paul Jones,36.0,69.0,,Flavio Luiz Moura,23.0,71.0,,fighter_1
UFC 21: Return of the Champions,1999-07-16,265.0,KO/TKO,2.0,5:00,Tsuyoshi Kosaka,29.0,71.0,,Tim Lajcik,34.0,73.0,,fighter_1
UFC 21: Return of the Champions,1999-07-16,199.0,KO/TKO,2.0,1:19,Eugene Jackson,32.0,68.0,,Royce Alger,34.0,70.0,,fighter_1
UFC 21: Return of the Champions,1999-07-16,265.0,KO/TKO,1.0,2:51,Andre Roberts,34.0,74.0,,Ron Waterman,33.0,74.0,,fighter_1
UFC 21: Return of the Champions,1999-07-16,265.0,Decision,,10:00,Travis Fulton,22.0,72.0,75.0,David Dodd,25.0,74.0,,fighter_1
UFC 22: Only One Can be Champion,1999-09-24,199.0,Submission,4.0,4:42,Frank Shamrock,26.0,70.0,,Tito Ortiz,24.0,75.0,,fighter_1
UFC 22: Only One Can be Champion,1999-09-24,265.0,Other,,15:00,Tim Lajcik,34.0,73.0,,Ron Waterman,33.0,74.0,,draw
UFC 22: Only One Can be Champion,1999-09-24,265.0,Submission,1.0,2:08,Jeremy Horn,24.0,73.0,,Jason Godsey,35.0,74.0,,fighter_1
UFC 22: Only One Can be Champion,1999-09-24,265.0,KO/TKO,1.0,0:30,Brad Kohler,35.0,69.0,,Steve Judson,,73.0,,fighter_1
UFC 22: Only One Can be Champion,1999-09-24,199.0,KO/TKO,1.0,3:53,Chuck Liddell,29.0,74.0,76.5,Paul Jones,36.0,69.0,,fighter_1
UFC 22: Only One Can be Champion,1999-09-24,170.0,Decision,,15:00,Matt Hughes,25.0,69.0,73.0,Valeri Ignatov,,69.0,,fighter_1
UFC 22: Only One Can be Champion,1999-09-24,199.0,KO/TKO,3.0,0:13,John Lewis,,72.0,,Lowell Anderson,,66.0,,fighter_1
UFC 22: Only One Can be Champion,1999-09-24,170.0,Other,,10:00,Jens Pulver,24.0,67.0,67.0,Alfonso Alcarez,29.0,63.0,,draw
UFC 23: Ultimate Japan 2,1999-11-19,265.0,KO/TKO,2.0,3:12,Katsuhisa Fujii,27.0,72.0,,Masutatsu Yano,24.0,69.0,,fighter_1
UFC 23: Ultimate Japan 2,1999-11-19,265.0,Decision,,25:00,Kevin Randleman,28.0,70.0,,Pete Williams,24.0,75.0,,fighter_1
UFC 23: Ultimate Japan 2,1999-11-19,265.0,KO/TKO,3.0,1:12,Pedro Rizzo,25.0,73.0,,Tsuyoshi Kosaka,29.0,71.0,,fighter_1
UFC 23: Ultimate Japan 2,1999-11-19,199.0,KO/TKO,1.0,1:12,Joe Slick,22.0,72.0,,Jason DeLucia,30.0,71.0,,fighter_1
UFC 23: Ultimate Japan 2,1999-11-19,199.0,KO/TKO,3.0,3:12,Eugene Jackson,33.0,68.0,,Keiichiro Yamamiya,27.0,70.0,,fighter_1
UFC 23: Ultimate Japan 2,1999-11-19,265.0,Decision,,15:00,Kenichi Yamamoto,23.0,71.0,,Daiju Takase,21.0,72.0,,fighter_1
UFC 23: Ultimate Japan 2,1999-11-19,265.0,Submission,1.0,4:15,Kenichi Yamamoto,23.0,71.0,,Katsuhisa Fujii,27.0,72.0,,fighter_1
UFC 24: First Defense,2000-03-10,265.0,KO/TKO,1.0,3:23,Tedd Williams,30.0,72.0,,Steve Judson,,73.0,,fighter_1
UFC 24: First Defense,2000-03-10,199.0,KO/TKO,3.0,3:35,Lance Gibson Sr.,29.0,69.0,,Jermaine Andre,26.0,67.0,,fighter_1
UFC 24: First Defense,2000-03-10,170.0,Decision,,15:00,Dave Menne,25.0,70.0,,Fabiano Iha,29.0,68.0,,fighter_1
UFC 24: First Defense,2000-03-10,170.0,Submission,2.0,1:29,Bob Cook,,69.0,,Tiki Ghosn,23.0,70.0,,fighter_1
UFC 24: First Defense,2000-03-10,170.0,KO/TKO,2.0,2:41,Jens Pulver,25.0,67.0,67.0,David Velasquez,33.0,65.0,,fighter_1
UFC 24: First Defense,2000-03-10,265.0,Submission,1.0,3:09,Scott Adams,,72.0,,Ian Freeman,33.0,71.0,,fighter_1
UFC 24: First Defense,2000-03-10,170.0,Decision,,10:00,Shonie Carter,27.0,69.0,,Brad Gumm,,71.0,,fighter_1
UFC 25: Ultimate Japan 3,2000-04-14,199.0,Decision,,25:00,Tito Ortiz,25.0,75.0,74.0,Wanderlei Silva,23.0,71.0,74.0,fighter_1
UFC 25: Ultimate Japan 3,2000-04-14,199.0,Submission,2.0,0:31,Murilo Bustamante,33.0,73.0,,Yoji Anjo,33.0,71.0,,fighter_1
UFC 25: Ultimate Japan 3,2000-04-14,199.0,Submission,1.0,4:38,Sanae Kikuta,28.0,69.0,,Eugene Jackson,33.0,68.0,,fighter_1
UFC 25: Ultimate Japan 3,2000-04-14,265.0,Decision,,15:00,Ron Waterman,34.0,74.0,,Satoshi Honma,31.0,72.0,,fighter_1
UFC 25: Ultimate Japan 3,2000-04-14,199.0,KO/TKO,3.0,2:02,Ikuhisa Minowa,24.0,69.0,70.5,Joe Slick,22.0,72.0,,fighter_1
UFC 25: Ultimate Japan 3,2000-04-14,170.0,Decision,,15:00,LaVerne Clark,26.0,71.0,,Koji Oishi,22.0,68.0,,fighter_1
UFC 26: Ultimate Field of Dreams,2000-06-09,265.0,Decision,,25:00,Kevin Randleman,28.0,70.0,,Pedro Rizzo,26.0,73.0,,fighter_1
UFC 26: Ultimate Field of Dreams,2000-06-09,199.0,Decision,,15:00,Tyrone Roberts,27.0,69.0,,David Dodd,26.0,74.0,,fighter_1
UFC 26: Ultimate Field of Dreams,2000-06-09,170.0,Submission,2.0,1:43,Pat Miletich,32.0,70.0,,John Alessio,20.0,70.0,,fighter_1
UFC 26: Ultimate Field of Dreams,2000-06-09,199.0,Disqualification,2.0,0:43,Amaury Bitetti,31.0,69.0,,Alex Andrade,26.0,71.0,,fighter_1
UFC 26: Ultimate Field of Dreams,2000-06-09,170.0,KO/TKO,1.0,4:34,Matt Hughes,26.0,69.0,73.0,Marcelo Aguiar,31.0,68.0,,fighter_1
UFC 26: Ultimate Field of Dreams,2000-06-09,155.0,Decision,,15:00,Jens Pulver,25.0,67.0,67.0,Joao Roque,28.0,66.0,,fighter_1
UFC 26: Ultimate Field of Dreams,2000-06-09,265.0,Submission,2.0,2:13,Ian Freeman,33.0,71.0,,Nate Schroeder,27.0,73.0,,fighter_1
UFC 26: Ultimate Field of Dreams,2000-06-09,170.0,Decision,,10:00,Shonie Carter,28.0,69.0,,Adrian Serrano,36.0,68.0,,fighter_1
UFC 27: Ultimate Bad Boyz,2000-09-22,265.0,Submission,1.0,1:33,Pedro Rizzo,26.0,73.0,,Dan Severn,42.0,74.0,,fighter_1
UFC 27: Ultimate Bad Boyz,2000-09-22,265.0,Decision,,15:00,Maurice Smith,38.0,74.0,,Bobby Hoffman,33.0,74.0,,fighter_1
UFC 27: Ultimate Bad Boyz,2000-09-22,199.0,Submission,1.0,4:32,Jeremy Horn,25.0,73.0,,Eugene Jackson,33.0,68.0,,fighter_1
UFC 27: Ultimate Bad Boyz,2000-09-22,170.0,Submission,1.0,1:10,Fabiano Iha,30.0,68.0,,LaVerne Clark,26.0,71.0,,fighter_1
UFC 27: Ultimate Bad Boyz,2000-09-22,199.0,KO/TKO,3.0,2:28,Yuki Kondo,25.0,70.0,,Alexandre Dantas,21.0,74.0,,fighter_1
UFC 27: Ultimate Bad Boyz,2000-09-22,265.0,Decision,,15:00,Ian Freeman,33.0,71.0,,Tedd Williams,30.0,72.0,,fighter_1
UFC 27: Ultimate Bad Boyz,2000-09-22,265.0,Decision,,10:00,Jeff Monson,29.0,69.0,71.0,Tim Lajcik,35.0,73.0,,fighter_1
UFC 27: Ultimate Bad Boyz,2000-09-22,170.0,Other,,10:00,Brad Gumm,,71.0,,CJ Fernandes,22.0,72.0,,draw
UFC 28: High Stakes,2000-11-17,265.0,KO/TKO,3.0,4:13,Randy Couture,37.0,73.0,75.0,Kevin Randleman,29.0,70.0,,fighter_1
UFC 28: High Stakes,2000-11-17,265.0,Decision,,15:00,Renato Sobral,25.0,73.0,72.0,Maurice Smith,38.0,74.0,,fighter_1
UFC 28: High Stakes,2000-11-17,265.0,KO/TKO,2.0,4:34,Josh Barnett,23.0,75.0,78.0,Gan McGee,23.0,82.0,,fighter_1
UFC 28: High Stakes,2000-11-17,265.0,Submission,1.0,0:55,Andrei Arlovski,21.0,75.0,77.0,Aaron Brink,26.0,75.0,,fighter_1
UFC 28: High Stakes,2000-11-17,155.0,KO/TKO,1.0,0:15,Jens Pulver,25.0,67.0,67.0,John Lewis,,72.0,,fighter_1
UFC 28: High Stakes,2000-11-17,199.0,Decision,,10:00,Mark Hughes,27.0,68.0,,Alex Stiebling,23.0,74.0,,fighter_1
UFC 28: High Stakes,2000-11-17,170.0,Decision,,10:00,Ben Earwood,,68.0,,Chris Lytle,26.0,71.0,,fighter_1
UFC 29: Defense of the Belts,2000-12-16,199.0,Submission,1.0,1:52,Tito Ortiz,25.0,75.0,74.0,Yuki Kondo,25.0,70.0,,fighter_1
UFC 29: Defense of the Belts,2000-12-16,170.0,Submission,2.0,1:58,Pat Miletich,32.0,70.0,,Kenichi Yamamoto,24.0,71.0,,fighter_1
UFC 29: Defense of the Belts,2000-12-16,199.0,KO/TKO,1.0,2:58,Matt Lindland,30.0,72.0,74.0,Yoji Anjo,33.0,71.0,,fighter_1
UFC 29: Defense of the Belts,2000-12-16,170.0,KO/TKO,1.0,2:24,Fabiano Iha,30.0,68.0,,Daiju Takase,22.0,72.0,,fighter_1
UFC 29: Defense of the Belts,2000-12-16,199.0,KO/TKO,1.0,4:48,Evan Tanner,29.0,72.0,,Lance Gibson Sr.,30.0,69.0,,fighter_1
UFC 29: Defense of the Belts,2000-12-16,170.0,Submission,1.0,0:20,Dennis Hallman,25.0,69.0,72.0,Matt Hughes,27.0,69.0,73.0,fighter_1
UFC 29: Defense of the Belts,2000-12-16,199.0,Decision,,15:00,Chuck Liddell,30.0,74.0,76.5,Jeff Monson,29.0,69.0,71.0,fighter_1
UFC 30: Battle on the Boardwalk,2001-02-23,199.0,KO/TKO,1.0,0:32,Tito Ortiz,26.0,75.0,74.0,Evan Tanner,30.0,72.0,,fighter_1
UFC 30: Battle on the Boardwalk,2001-02-23,155.0,Decision,,25:00,Jens Pulver,26.0,67.0,67.0,Caol Uno,25.0,68.0,,fighter_1
UFC 30: Battle on the Boardwalk,2001-02-23,170.0,Submission,1.0,2:05,Fabiano Iha,30.0,68.0,,Phil Johns,31.0,62.0,,fighter_1
UFC 30: Battle on the Boardwalk,2001-02-23,199.0,Submission,1.0,2:59,Elvis Sinosic,30.0,75.0,,Jeremy Horn,25.0,73.0,,fighter_1
UFC 30: Battle on the Boardwalk,2001-02-23,265.0,KO/TKO,2.0,4:21,Pedro Rizzo,26.0,73.0,,Josh Barnett,23.0,75.0,,fighter_1
UFC 30: Battle on the Boardwalk,2001-02-23,265.0,Other,1.0,3:27,Bobby Hoffman,34.0,74.0,,Mark Robinson,,72.0,,no_contest
UFC 30: Battle on the Boardwalk,2001-02-23,199.0,Decision,,10:00,Phil Baroni,24.0,69.0,72.0,Curtis Stout,27.0,73.0,,fighter_1
UFC 30: Battle on the Boardwalk,2001-02-23,170.0,Submission,2.0,4:47,Sean Sherk,27.0,66.0,66.9,Tiki Ghosn,24.0,70.0,70.0,fighter_1
UFC 31: Locked and Loaded,2001-05-04,265.0,Decision,,25:00,Randy Couture,37.0,73.0,75.0,Pedro Rizzo,27.0,73.0,,fighter_1
UFC 31: Locked and Loaded,2001-05-04,170.0,Submission,3.0,2:50,Carlos Newton,24.0,69.0,,Pat Miletich,33.0,70.0,,fighter_1
UFC 31: Locked and Loaded,2001-05-04,205.0,KO/TKO,1.0,1:18,Chuck Liddell,31.0,74.0,76.5,Kevin Randleman,29.0,70.0,,fighter_1
UFC 31: Locked and Loaded,2001-05-04,170.0,KO/TKO,3.0,4:51,Shonie Carter,29.0,69.0,,Matt Serra,26.0,66.0,,fighter_1
UFC 31: Locked and Loaded,2001-05-04,265.0,KO/TKO,2.0,1:28,Semmy Schilt,27.0,83.0,,Pete Williams,25.0,75.0,,fighter_1
UFC 31: Locked and Loaded,2001-05-04,205.0,Disqualification,3.0,4:21,Matt Lindland,30.0,72.0,74.0,Ricardo Almeida,24.0,71.0,74.0,fighter_1
UFC 31: Locked and Loaded,2001-05-04,155.0,KO/TKO,1.0,4:57,BJ Penn,22.0,69.0,70.0,Joey Gilbert,31.0,65.0,,fighter_1
UFC 31: Locked and Loaded,2001-05-04,170.0,Decision,,15:00,Tony DeSouza,26.0,72.0,,Steve Berger,27.0,71.0,,fighter_1
UFC 32: Showdown in the Meadowlands,2001-06-29,205.0,KO/TKO,1.0,3:32,Tito Ortiz,26.0,75.0,74.0,Elvis Sinosic,30.0,75.0,,fighter_1
UFC 32: Showdown in the Meadowlands,2001-06-29,155.0,KO/TKO,1.0,2:42,BJ Penn,22.0,69.0,70.0,Din Thomas,24.0,69.0,75.0,fighter_1
UFC 32: Showdown in the Meadowlands,2001-06-29,265.0,Submission,1.0,4:21,Josh Barnett,23.0,75.0,78.0,Semmy Schilt,27.0,83.0,,fighter_1
UFC 32: Showdown in the Meadowlands,2001-06-29,170.0,KO/TKO,2.0,2:42,Pat Miletich,33.0,70.0,,Shonie Carter,29.0,69.0,,fighter_1
UFC 32: Showdown in the Meadowlands,2001-06-29,155.0,KO/TKO,1.0,1:48,Caol Uno,26.0,68.0,,Fabiano Iha,30.0,68.0,,fighter_1
UFC 32: Showdown in the Meadowlands,2001-06-29,205.0,Decision,,15:00,Vladimir Matyushenko,30.0,72.0,74.0,Yuki Kondo,25.0,70.0,,fighter_1
UFC 32: Showdown in the Meadowlands,2001-06-29,265.0,KO/TKO,3.0,1:23,Ricco Rodriguez,23.0,76.0,,Andrei Arlovski,22.0,75.0,,fighter_1
UFC 32: Showdown in the Meadowlands,2001-06-29,170.0,Submission,1.0,1:05,Tony DeSouza,26.0,72.0,,Paul Rodriguez,26.0,68.0,,fighter_1
UFC 33: Victory in Vegas,2001-09-28,205.0,Decision,,25:00,Tito Ortiz,26.0,75.0,74.0,Vladimir Matyushenko,30.0,72.0,74.0,fighter_1
UFC 33: Victory in Vegas,2001-09-28,155.0,Decision,,25:00,Jens Pulver,26.0,67.0,67.0,Dennis Hallman,25.0,69.0,72.0,fighter_1
UFC 33: Victory in Vegas,2001-09-28,205.0,Decision,,15:00,Chuck Liddell,31.0,74.0,76.5,Murilo Bustamante,35.0,73.0,,fighter_1
UFC 33: Victory in Vegas,2001-09-28,170.0,Decision,,15:00,Matt Serra,27.0,66.0,68.0,Yves Edwards,24.0,69.0,73.0,fighter_1
UFC 33: Victory in Vegas,2001-09-28,185.0,Decision,,25:00,Dave Menne,27.0,70.0,,Gil Castillo,35.0,69.0,,fighter_1
UFC 33: Victory in Vegas,2001-09-28,170.0,KO/TKO,2.0,0:15,Jutaro Nakao,30.0,69.0,,Tony DeSouza,27.0,72.0,,fighter_1
UFC 33: Victory in Vegas,2001-09-28,185.0,Submission,1.0,4:06,Ricardo Almeida,24.0,71.0,74.0,Eugene Jackson,35.0,68.0,,fighter_1
UFC 33: Victory in Vegas,2001-09-28,155.0,Decision,,15:00,Din Thomas,25.0,69.0,75.0,Fabiano Iha,31.0,68.0,,fighter_1
UFC 34: High Voltage,2001-11-02,265.0,KO/TKO,3.0,1:38,Randy Couture,38.0,73.0,75.0,Pedro Rizzo,27.0,73.0,,fighter_1
UFC 34: High Voltage,2001-11-02,265.0,KO/TKO,2.0,4:02,Ricco Rodriguez,24.0,76.0,,Pete Williams,26.0,75.0,,fighter_1
UFC 34: High Voltage,2001-11-02,170.0,KO/TKO,2.0,1:27,Matt Hughes,28.0,69.0,73.0,Carlos Newton,25.0,69.0,,fighter_1
UFC 34: High Voltage,2001-11-02,155.0,KO/TKO,1.0,0:11,BJ Penn,22.0,69.0,70.0,Caol Uno,26.0,68.0,,fighter_1
UFC 34: High Voltage,2001-11-02,265.0,Submission,2.0,4:25,Josh Barnett,23.0,75.0,78.0,Bobby Hoffman,35.0,74.0,,fighter_1
UFC 34: High Voltage,2001-11-02,205.0,Submission,2.0,0:55,Evan Tanner,30.0,72.0,,Homer Moore,29.0,70.0,,fighter_1
UFC 34: High Voltage,2001-11-02,185.0,Decision,,15:00,Matt Lindland,31.0,72.0,74.0,Phil Baroni,25.0,69.0,72.0,fighter_1
UFC 34: High Voltage,2001-11-02,265.0,Submission,1.0,1:05,Frank Mir,22.0,75.0,75.0,Roberto Traven,33.0,75.0,,fighter_1
UFC 35: Throwdown,2002-01-11,155.0,Decision,,25:00,Jens Pulver,27.0,67.0,67.0,BJ Penn,23.0,69.0,70.0,fighter_1
UFC 35: Throwdown,2002-01-11,265.0,KO/TKO,3.0,3:00,Ricco Rodriguez,24.0,76.0,,Jeff Monson,30.0,69.0,,fighter_1
UFC 35: Throwdown,2002-01-11,185.0,KO/TKO,2.0,0:44,Murilo Bustamante,35.0,73.0,,Dave Menne,27.0,70.0,,fighter_1
UFC 35: Throwdown,2002-01-11,205.0,Decision,,15:00,Chuck Liddell,32.0,74.0,76.5,Amar Suloev,25.0,69.0,,fighter_1
UFC 35: Throwdown,2002-01-11,185.0,KO/TKO,2.0,2:01,Andrey Semenov,24.0,72.0,,Ricardo Almeida,25.0,71.0,,fighter_1
UFC 35: Throwdown,2002-01-11,205.0,Decision,,15:00,Kevin Randleman,30.0,70.0,,Renato Sobral,26.0,73.0,,fighter_1
UFC 35: Throwdown,2002-01-11,170.0,Decision,,15:00,Gil Castillo,36.0,69.0,,Chris Brennan,30.0,68.0,,fighter_1
UFC 35: Throwdown,2002-01-11,185.0,Submission,2.0,3:46,Eugene Jackson,35.0,68.0,,Keith Rockel,36.0,72.0,,fighter_1
UFC 36: Worlds Collide,2002-03-22,265.0,KO/TKO,2.0,4:35,Josh Barnett,24.0,75.0,78.0,Randy Couture,38.0,73.0,75.0,fighter_1
UFC 36: Worlds Collide,2002-03-22,265.0,KO/TKO,3.0,1:45,Pedro Rizzo,27.0,73.0,,Andrei Arlovski,23.0,75.0,,fighter_1
UFC 36: Worlds Collide,2002-03-22,170.0,KO/TKO,4.0,3:01,Matt Hughes,28.0,69.0,73.0,Hayato Sakurai,26.0,67.0,,fighter_1
UFC 36: Worlds Collide,2002-03-22,185.0,KO/TKO,1.0,3:09,Matt Lindland,31.0,72.0,74.0,Pat Miletich,34.0,70.0,,fighter_1
UFC 36: Worlds Collide,2002-03-22,205.0,KO/TKO,1.0,2:06,Evan Tanner,31.0,72.0,,Elvis Sinosic,31.0,75.0,,fighter_1
UFC 36: Worlds Collide,2002-03-22,265.0,Submission,1.0,0:46,Frank Mir,22.0,75.0,75.0,Pete Williams,26.0,75.0,,fighter_1
UFC 36: Worlds Collide,2002-03-22,155.0,Submission,1.0,2:58,Matt Serra,27.0,66.0,68.0,Kelly Dullanty,24.0,68.0,,fighter_1
UFC 36: Worlds Collide,2002-03-22,170.0,Decision,,15:00,Sean Sherk,28.0,66.0,66.9,Jutaro Nakao,31.0,69.0,,fighter_1
UFC 37: High Impact,2002-05-10,185.0,Submission,3.0,1:33,Murilo Bustamante,35.0,73.0,,Matt Lindland,31.0,72.0,,fighter_1
UFC 37: High Impact,2002-05-10,265.0,KO/TKO,2.0,3:25,Ricco Rodriguez,24.0,76.0,,Tsuyoshi Kosaka,32.0,71.0,,fighter_1
UFC 37: High Impact,2002-05-10,155.0,KO/TKO,2.0,3:23,BJ Penn,23.0,69.0,70.0,Paul Creighton,32.0,66.0,,fighter_1
UFC 37: High Impact,2002-05-10,185.0,KO/TKO,1.0,2:55,Phil Baroni,26.0,69.0,72.0,Amar Suloev,25.0,69.0,,fighter_1
UFC 37: High Impact,2002-05-10,155.0,Decision,,15:00,Caol Uno,27.0,68.0,,Yves Edwards,25.0,69.0,,fighter_1
UFC 37: High Impact,2002-05-10,185.0,KO/TKO,3.0,2:27,Ivan Salaverry,31.0,72.0,,Andrey Semenov,24.0,72.0,,fighter_1
UFC 37: High Impact,2002-05-10,170.0,Other,,,Benji Radach,23.0,70.0,72.0,Steve Berger,28.0,71.0,,no_contest
UFC 37: High Impact,2002-05-10,170.0,Decision,,15:00,Robbie Lawler,20.0,71.0,74.0,Aaron Riley,21.0,69.0,69.0,fighter_1
UFC 37.5: As Real As It Gets,2002-06-22,205.0,Decision,,15:00,Chuck Liddell,32.0,74.0,76.5,Vitor Belfort,25.0,72.0,74.0,fighter_1
UFC 37.5: As Real As It Gets,2002-06-22,170.0,Decision,,15:00,Benji Radach,23.0,70.0,72.0,Nick Serra,24.0,69.0,,fighter_1
UFC 37.5: As Real As It Gets,2002-06-22,170.0,Submission,1.0,2:25,Pete Spratt,31.0,69.0,71.0,Zach Light,28.0,68.0,,fighter_1
UFC 37.5: As Real As It Gets,2002-06-22,170.0,KO/TKO,2.0,0:27,Robbie Lawler,20.0,71.0,74.0,Steve Berger,29.0,71.0,,fighter_1
UFC 37.5: As Real As It Gets,2002-06-22,185.0,KO/TKO,2.0,3:34,Tony Fryklund,31.0,72.0,68.0,Rodrigo Ruas,24.0,70.0,,fighter_1
UFC 37.5: As Real As It Gets,2002-06-22,155.0,KO/TKO,1.0,1:19,Yves Edwards,25.0,69.0,73.0,João Marcos Pierini,30.0,73.0,,fighter_1
UFC 38: Brawl at the Hall,2002-07-13,170.0,KO/TKO,4.0,3:27,Matt Hughes,28.0,69.0,73.0,Carlos Newton,25.0,69.0,,fighter_1
UFC 38: Brawl at the Hall,2002-07-13,265.0,KO/TKO,1.0,4:35,Ian Freeman,35.0,71.0,,Frank Mir,23.0,75.0,,fighter_1
UFC 38: Brawl at the Hall,2002-07-13,185.0,KO/TKO,1.0,0:10,Mark Weir,34.0,74.0,,Eugene Jackson,35.0,68.0,,fighter_1
UFC 38: Brawl at the Hall,2002-07-13,155.0,Submission,2.0,1:38,Genki Sudo,24.0,69.0,,Leigh Remedios,26.0,67.0,,fighter_1
UFC 38: Brawl at the Hall,2002-07-13,205.0,Decision,,15:00,Phillip Miller,23.0,71.0,,James Zikic,25.0,74.0,,fighter_1
UFC 38: Brawl at the Hall,2002-07-13,205.0,Decision,,15:00,Renato Sobral,26.0,73.0,72.0,Elvis Sinosic,31.0,75.0,,fighter_1
UFC 38: Brawl at the Hall,2002-07-13,205.0,Decision,,15:00,Evan Tanner,31.0,72.0,,Chris Haseman,33.0,71.0,,fighter_1
UFC 39: The Warriors Return,2002-09-27,265.0,Submission,5.0,3:04,Ricco Rodriguez,25.0,76.0,,Randy Couture,39.0,73.0,,fighter_1
UFC 39: The Warriors Return,2002-09-27,265.0,KO/TKO,2.0,1:43,Tim Sylvia,28.0,80.0,80.0,Wesley Correira,23.0,75.0,,fighter_1
